,open,high,low,close,volume,intra-diff,inter-diff,intra-derivative,inter-derivative,1-rad,1-err,4-rad,4-err,BB-upper,BB-middle,BB-lower,ema5,ema20,sma50,sma200,sar,adx,macd,macdsignal,macdhist,mom,rsi,stoch_k,stoch_d,willr,bb-upper,bb-middle,bb-lower,ema-cross,sma-cross,stoch-diff,sar-diff
0,1788.8900146484375,1867.2900390625,1788.8900146484375,1812.9000244140625,0,1.3421736143092944,0.0,18.803756713867188,48.0599365234375,-0.5671816808119102,1.5214443020418449,-1.3000464946764214,1.0694991132787357,,,,,,,,,,,,,,,,,,,,,,,,
1,1841.469970703125,1865.52001953125,1841.469970703125,1860.9599609375,0,1.0583930525314609,2.6509976212819946,10.31500244140625,-18.80499267578125,1.2880506225800497,1.4186063247601428,0.048004401865866034,1.2006338364930065,,,,,,,,1788.8900146484375,,,,,,,,,,,,,,,,72.0699462890625
2,1840.3800048828125,1840.3800048828125,1771.6700439453125,1775.2900390625,0,-3.5367677136036453,-4.603533857431402,-15.819992065429688,-31.3699951171875,-1.5329327535287451,1.4710230047210082,1.4633561033442313,1.1937467687817165,,,,,,,,1865.52001953125,,,,,,,,,,,,,,,,-90.22998046875
3,1787.0799560546875,1798.219970703125,1751.6199951171875,1798.219970703125,0,0.6233640867995163,1.2916160816591922,10.00250244140625,66.5849609375,-0.9217318493918172,1.4880402043488223,1.4315854419492444,1.2111177278858782,,,,,,,,1865.52001953125,,,,,,,,,,,,,,,,-67.300048828125
4,1815.68994140625,1908.4599609375,1815.199951171875,1908.4599609375,0,5.109353607995411,6.130506391343761,46.44625854492188,48.85504150390614,1.516809403354482,1.5328543440302826,-1.2861777779574075,1.2046296405749906,1926.67827828219,1831.1659912109376,1735.6537041396853,1831.1659912109376,,,,1751.6199951171875,,,,,,,,,,18.218317344689922,77.29396972656241,172.80625679781474,,,,156.8399658203125
5,1939.8199462890625,1939.8199462890625,1895.6500244140625,1895.9300537109373,0,-2.2625755891461985,-0.6565454598485584,-10.93746948242196,-9.82000732421875,-1.5139875065207484,1.4125525524612823,-1.4768889237106906,1.045508842186083,1953.1672050162176,1847.7719970703124,1742.376789124407,1852.754012044271,,,,1751.6199951171875,,,,,,,,,,57.23715130528035,48.158056640624864,153.5532645865303,,,,144.31005859374977
6,1844.469970703125,1888.8199462890625,1836.5799560546875,1888.8199462890625,0,2.4044834716951757,-0.3750195007436079,23.16123962402344,-53.77001953124989,1.4476750891622905,1.5008454325195095,-1.2439056265188773,1.1654693190573675,1963.7648737234053,1853.343994140625,1742.9231145578442,1864.775990125868,,,,1759.1479931640624,,,,,,,,,,74.94492743434284,35.4759521484375,145.8968317312183,,,,129.67195312500007
7,1886.72998046875,1886.72998046875,1788.3900146484375,1788.3900146484375,0,-5.212190765945233,-5.317072801880256,-24.584991455078125,-41.91998291015625,-1.5453797871182364,1.4990155501013716,1.2402816348357957,1.1578963420458437,1959.2431874973686,1855.9639892578125,1752.6847910182564,1839.3139983000574,,,,1766.3748712890624,,,,,,,,,,170.85317284893108,-67.573974609375,35.70522363018108,,,,22.015143359375088
8,1764.06005859375,1806.6300048828125,1764.06005859375,1804.97998046875,0,2.319644485779016,0.9276480904291876,20.66621398925781,35.24999999999989,1.4467326813266854,1.4871470404734026,1.4730318801774986,0.8769895052973777,1957.6717540278714,1857.3159912109372,1756.9602283940037,1827.869325689622,,,,1939.8199462890625,,,,,,,38.57354049111885,59.37987981401341,,152.69177355912143,-52.33601074218723,48.01975207474629,,,-20.80633932289456,-134.8399658203125
9,1838.1800537109373,1861.949951171875,1820.3599853515625,1858.8900146484373,0,1.1266557318849428,2.9867386210946747,12.964981079101562,38.5,1.1177183857784347,1.476277588802233,1.4560775153252703,0.8640691777416946,1934.508534009369,1847.402001953125,1760.2954698968806,1838.2095553425604,,,,1936.304748535156,,,,,,,32.25790827006986,42.40137392724666,,75.61851936093171,11.488012695312364,98.59454475155667,,,-10.143465657176797,-77.41473388671875
10,1843.739990234375,1884.260009765625,1843.739990234375,1881.97998046875,0,2.074044628685087,1.2421372775343904,19.404998779296875,31.375,1.4368325282786034,1.4825720026597966,1.425529262984223,0.9013680705763852,1926.0303085386984,1844.6119873046875,1763.1936660706765,1852.7996970512907,,,,1932.859854736328,,,,,69.0799560546875,,57.251159850022994,42.6942028704039,,44.050328069948364,37.367993164062455,118.7863143980735,,,14.556956979619095,-50.87987426757809
11,1924.56005859375,1931.75,1903.300048828125,1921.6400146484373,0,-0.15172527000515454,2.1073568577392114,2.4612274169921022,42.385009765625,-1.3082551837279797,1.408030737324626,-0.5976503596614191,0.90816448660991,1949.358365063748,1851.1760009765626,1752.993636889377,1875.7464695836725,,,,1764.06005859375,,,,,60.68005371093727,,80.81426195476156,56.77444335828482,,27.718350415310624,70.46401367187468,168.64637775906021,,,24.039818596476742,157.57995605468727
12,1934.780029296875,1966.75,1918.300048828125,1966.75,0,1.6523827111624318,2.347473252414322,18.04498291015625,18.719970703125114,1.363130036037614,1.4928678989569342,-1.3469472040293402,0.8212081602523776,1996.7662697521305,1886.847998046875,1776.9297263416195,1906.0809797224483,,,,1767.413857421875,,,,,191.4599609375,,96.16284019633032,78.07608733370495,,30.016269752130484,79.90200195312491,189.82027365838053,,,18.086752862625374,199.33614257812496
