,open,close,high,low,intra-diff,inter-diff,intra-derivative,inter-derivative,1-rad,1-err,BB-upper,BB-middle,BB-lower,bb-upper,bb-middle,bb-lower,ema5,ema20,ema-cross,sma50,sma200,sma-cross,sar,sar-diff,adx,macd,macdsignal,macdhist,mom,rsi,stoch_k,stoch_d,stoch-diff,willr
0,2836.820068359375,2820.81005859375,2850.93994140625,2815.5,-0.5643646540784699,0.0,-11.761260986328125,42.449951171875,-1.2833877147944108,1.4533515582320857,,,,,,,,,,,,,,,,,,,,,,,,
1,2836.6201171875,2863.260009765625,2863.280029296875,2833.610107421875,0.9391420591255756,1.5048851319339611,-1.131256103515625,34.6949462890625,-0.7333678523385747,1.458980933810649,,,,,,,,,,,,,2815.5,47.760009765625,,,,,,,,,,
2,2884.06005859375,2890.199951171875,2904.47998046875,2877.35009765625,0.2128905935862783,0.9408835143985124,-4.301239013671875,6.5400390625,-0.5293061561009801,1.4138802499353826,,,,,,,,,,,,,2816.4556005859376,73.74435058593735,,,,,,,,,,
3,2883.1298828125,2876.340087890625,2885.219970703125,2869.06005859375,-0.23550083408838798,-0.47954686580180417,-6.38616943359375,6.9400634765625,-1.2793086195850258,1.271210847869772,,,,,,,,,,,,,2819.97657578125,56.363512109374824,,,,,,,,,,
4,2888.72998046875,2904.080078125,2909.239990234375,2887.280029296875,0.5313787636793648,0.9644196926211959,-1.188720703125,30.1749267578125,0.08082936828483374,1.4061723528451382,2928.001964086986,2870.938037109375,2813.8741101317637,23.921885961985936,33.14204101562518,90.2059679932363,2870.938037109375,,,,,,2823.35671196875,80.72336615625,,,,,,,,,,
5,2910.6201171875,2936.68994140625,2937.780029296875,2884.300048828125,0.8956793799646029,1.122898212307711,-10.00628662109375,5.864990234375,-1.4430763935172373,1.4925299149587068,2944.6727632062834,2894.114013671875,2843.5552641374666,7.982821800033435,42.575927734375,93.13467726878343,2892.8553385416667,,,,,,2828.5097086646874,108.18023274156258,,,,,,,,,,
6,2947.989990234375,2915.81005859375,2948.610107421875,2892.85009765625,-1.0915889045493872,-0.7110005900895875,-24.7774658203125,10.0450439453125,-1.495535129619517,1.4839019993907285,2946.2094172670254,2904.6240234375,2863.0386296079746,30.3993586732754,11.18603515625,52.7714289857754,2900.506911892361,,,,,,2837.2513343152623,78.55872427848772,,,,,,,,,,
7,2938.840087890625,2956.780029296875,2960.75,2937.139892578125,0.6104429254307107,1.4050973787669894,-1.133819580078125,31.5150146484375,-0.11258343325778705,1.4213118314534368,2972.9839847843873,2917.9400390625,2862.896093340613,16.203955487512303,38.83999023437491,93.88393595626212,2919.2646176938656,,,,,,2848.3872116259236,108.39281767095144,,,,,,,,,,
8,2953.699951171875,2978.840087890625,2984.320068359375,2946.6201171875,0.851140506291971,0.7460838606582412,-3.339935302734375,9.8900146484375,-1.005368297062912,1.471856151278899,2992.5828499283252,2938.4400390625,2884.297228196675,13.742762037700231,40.40004882812491,94.54285969395005,2939.123107759452,,,,,,2861.8707462308125,116.96934165981247,,,,,,,82.98645764297838,83.84091849861481,-0.8544608556364324,
9,2994.02001953125,2976.56005859375,2996.81005859375,2970.22998046875,-0.5831611286364601,-0.07654084239511942,-11.4525146484375,8.6400146484375,-1.3776180413269974,1.4095886657507357,3000.9873778658734,2952.93603515625,2904.8846924466266,24.42731927212344,23.6240234375,71.67536614712344,2951.602091370885,,,,,,2879.013651328811,97.54640726493881,,,,,,,90.73098000834575,86.06045753682817,4.670522471517586,
10,2979.6298828125,2996.1201171875,2998.7900390625,2970.389892578125,0.5534323061438328,0.6571363657614548,-3.798736572265625,15.155029296875,-1.1909790889056453,1.43282502241002,3019.818103917244,2964.8220703125,2909.8260367077555,23.697986729744116,31.298046875000182,86.29408047974448,2966.4414333097566,,,,,,2897.8610764912014,98.2590406962986,,,,,175.31005859375,,91.33416521414472,88.35053428848961,2.983630925655106,
11,3003.2900390625,3006.8701171875,3011.35009765625,2995.659912109375,0.11920520757021352,0.3587973639084663,-3.421295166015625,1.534912109375,-1.0732110393749705,1.2840788735295259,3017.53832802365,2983.03408203125,2948.5298360388497,10.668210836150138,23.83603515625009,58.34028114865032,2979.9176612690044,,,,,,2916.028289754035,90.84182743346491,,,,,143.610107421875,,91.14816667279983,91.07110396509677,0.07706270770306389,
12,3024.7900390625,2999.18994140625,3033.1201171875,2999.18994140625,-0.8463429634998555,-0.25542093545542677,-13.84130859375,-3.1051025390625,-1.3416313650369025,1.4613890215631298,3015.1836814437443,2991.516064453125,2967.848447462506,15.993740037494263,7.673876953124818,31.3414939437439,2986.3417546480864,,,,,,2935.092651334478,64.09729007177202,,,,,108.989990234375,,84.07242061901916,88.85158416865458,-4.779163549635427,
13,3016.889892578125,3000.659912109375,3023.35009765625,2973.0400390625,-0.5379705937786295,0.04901225770435083,-19.27996826171875,13.719970703125,-1.479191786226582,1.466727363868216,3016.4305278773863,2995.880029296875,2975.3295307163635,15.77061576801134,4.779882812500091,25.33038139301152,2991.1144738018493,,,,,,2954.6981445050824,45.96176760429262,,,,,124.31982421875,,67.70778034858539,80.97612254680148,-13.26834219821609,-14.91599466889245
14,3023.0,3026.6298828125,3043.06005859375,3011.760009765625,0.12007551480317566,0.8654753108914925,-6.268768310546875,18.31005859375,-1.046428699993055,1.428644618144005,3027.7809492267975,3005.893994140625,2984.007039054453,1.1510664142974747,20.735888671874818,42.62284375804711,3002.952943472066,,,,,,2970.382539041566,56.247343770934094,,,,,122.5498046875,84.85875192272705,62.18365847420923,71.3212864806046,-9.137628006395367,-7.844440015059908
