,open,high,low,close,adjclose,volume,ticker
1998-12-31,4978.3798828125,5509.2998046875,4752.81982421875,5180.2900390625,5180.2900390625,0,^GDAXI
1999-01-31,5205.89990234375,5292.740234375,4743.4599609375,4903.9599609375,4903.9599609375,0,^GDAXI
1999-02-28,4929.02978515625,5162.740234375,4601.06982421875,4865.27001953125,4865.27001953125,0,^GDAXI
1999-03-31,4843.68994140625,5403.259765625,4768.77001953125,5360.43994140625,5360.43994140625,0,^GDAXI
1999-04-30,5370.39013671875,5452.8701171875,5000.330078125,5068.58984375,5068.58984375,0,^GDAXI
1999-05-31,5095.72998046875,5506.25,4969.56982421875,5378.52001953125,5378.52001953125,0,^GDAXI
1999-06-30,5428.33984375,5686.5498046875,5035.2001953125,5101.8701171875,5101.8701171875,0,^GDAXI
1999-07-31,5088.64990234375,5455.83984375,4948.080078125,5270.77001953125,5270.77001953125,0,^GDAXI
1999-08-31,5286.580078125,5530.759765625,5069.8701171875,5149.830078125,5149.830078125,0,^GDAXI
1999-09-30,5166.56982421875,5557.91015625,5078.58984375,5525.39990234375,5525.39990234375,0,^GDAXI
1999-10-31,5518.740234375,6032.669921875,5474.1201171875,5896.0400390625,5896.0400390625,759673500,^GDAXI
1999-11-30,5891.27001953125,6992.919921875,5836.72998046875,6958.14013671875,6958.14013671875,765373300,^GDAXI
1999-12-31,6961.72021484375,7306.47998046875,6388.91015625,6835.60009765625,6835.60009765625,924329500,^GDAXI
2000-01-31,6841.1201171875,7813.2001953125,6841.1201171875,7644.5498046875,7644.5498046875,969554700,^GDAXI
2000-02-29,7645.2998046875,8136.16015625,7411.759765625,7599.39013671875,7599.39013671875,1400909000,^GDAXI
2000-03-31,7599.77978515625,7641.52978515625,6890.9599609375,7414.68017578125,7414.68017578125,625398600,^GDAXI
2000-04-30,7407.52978515625,7571.72021484375,6794.080078125,7109.669921875,7109.669921875,684245000,^GDAXI
2000-05-31,7117.56982421875,7486.39990234375,6851.83984375,6898.2099609375,6898.2099609375,882674900,^GDAXI
2000-06-30,6912.97021484375,7503.31982421875,6842.60986328125,7190.3701171875,7190.3701171875,795508300,^GDAXI
2000-07-31,7194.02978515625,7395.81005859375,6954.60009765625,7216.4501953125,7216.4501953125,781576700,^GDAXI
2000-08-31,7221.41015625,7456.7099609375,6468.4599609375,6798.1201171875,6798.1201171875,932204800,^GDAXI
2000-09-30,6800.06982421875,7087.919921875,6297.490234375,7077.43994140625,7077.43994140625,949245100,^GDAXI
2000-10-31,7093.83984375,7185.66015625,6361.43017578125,6372.330078125,6372.330078125,883094600,^GDAXI
2000-11-30,6379.259765625,6813.2998046875,6110.259765625,6433.60986328125,6433.60986328125,821071200,^GDAXI
2000-12-31,6431.14013671875,6795.14013671875,6172.43994140625,6795.14013671875,6795.14013671875,1099255700,^GDAXI
2001-01-31,6788.56982421875,6788.56982421875,6071.35009765625,6208.240234375,6208.240234375,932251000,^GDAXI
2001-02-28,6212.66015625,6342.5400390625,5351.47998046875,5829.9501953125,5829.9501953125,1512256200,^GDAXI
2001-03-31,5843.3701171875,6271.2001953125,5383.990234375,6264.509765625,6264.509765625,1040529500,^GDAXI
2001-04-30,6272.02978515625,6337.47021484375,5960.4599609375,6123.259765625,6123.259765625,1153240200,^GDAXI
2001-05-31,6122.9599609375,6278.0400390625,5758.68994140625,6058.3798828125,6058.3798828125,1596032700,^GDAXI
2001-06-30,6053.81005859375,6131.97021484375,5551.14013671875,5861.18994140625,5861.18994140625,1234220300,^GDAXI
2001-07-31,5859.68017578125,5930.4501953125,5124.68994140625,5188.169921875,5188.169921875,1495111400,^GDAXI
2001-08-31,5195.669921875,5220.10009765625,3539.179931640625,4308.14990234375,4308.14990234375,1884256600,^GDAXI
2001-09-30,4315.06005859375,4874.31005859375,4157.60009765625,4559.1298828125,4559.1298828125,1598607400,^GDAXI
2001-10-31,4556.7099609375,5217.47021484375,4481.5498046875,4989.91015625,4989.91015625,1613853100,^GDAXI
2001-11-30,4986.580078125,5341.85986328125,4872.25,5160.10009765625,5160.10009765625,1167193500,^GDAXI
2001-12-31,5155.259765625,5352.16015625,4974.580078125,5107.60986328125,5107.60986328125,1679080600,^GDAXI
2002-01-31,5109.47998046875,5165.97021484375,4706.009765625,5039.080078125,5039.080078125,1482305700,^GDAXI
2002-02-28,5025.9599609375,5467.31005859375,5003.06005859375,5397.2900390625,5397.2900390625,1511112500,^GDAXI
2002-03-31,5379.64013671875,5379.64013671875,4929.35009765625,5041.2001953125,5041.2001953125,1370545600,^GDAXI
2002-04-30,5043.009765625,5126.330078125,4741.9501953125,4818.2998046875,4818.2998046875,1545588000,^GDAXI
2002-05-31,4818.06982421875,4850.3798828125,3946.699951171875,4382.56005859375,4382.56005859375,1878390300,^GDAXI
2002-06-30,4377.10009765625,4483.02978515625,3265.9599609375,3700.139892578125,3700.139892578125,2440213900,^GDAXI
2002-07-31,3699.31005859375,3930.9599609375,3235.3798828125,3712.93994140625,3712.93994140625,1719550100,^GDAXI
2002-08-31,3698.68994140625,3698.68994140625,2719.489990234375,2769.030029296875,2769.030029296875,1919261500,^GDAXI
2002-09-30,2772.9599609375,3299.010009765625,2519.300048828125,3152.85009765625,3152.85009765625,2284190300,^GDAXI
2002-10-31,3152.18994140625,3443.489990234375,2987.85009765625,3320.320068359375,3320.320068359375,1810648600,^GDAXI
2002-11-30,3332.72998046875,3476.830078125,2836.010009765625,2892.6298828125,2892.6298828125,1544688400,^GDAXI
2002-12-31,2898.679931640625,3157.25,2563.919921875,2747.830078125,2747.830078125,2197380500,^GDAXI
2003-01-31,2750.39990234375,2802.929931640625,2433.14990234375,2547.050048828125,2547.050048828125,2065340300,^GDAXI
2003-02-28,2553.739990234375,2731.570068359375,2188.75,2423.8701171875,2423.8701171875,2549605700,^GDAXI
2003-03-31,2426.239990234375,3004.7900390625,2395.719970703125,2942.0400390625,2942.0400390625,2123287900,^GDAXI
2003-04-30,2938.719970703125,3068.080078125,2769.449951171875,2982.679931640625,2982.679931640625,2028762900,^GDAXI
2003-05-31,2990.929931640625,3324.43994140625,2990.929931640625,3220.580078125,3220.580078125,2269412700,^GDAXI
2003-06-30,3217.2099609375,3487.860107421875,3119.35009765625,3487.860107421875,3487.860107421875,2293604200,^GDAXI
2003-07-31,3481.81005859375,3588.530029296875,3299.77001953125,3484.580078125,3484.580078125,1759816000,^GDAXI
2003-08-31,3493.340087890625,3676.8798828125,3202.8701171875,3256.780029296875,3256.780029296875,2263040400,^GDAXI
2003-09-30,3255.760009765625,3675.780029296875,3217.39990234375,3655.989990234375,3655.989990234375,2156839400,^GDAXI
2003-10-31,3657.610107421875,3814.2099609375,3576.52001953125,3745.949951171875,3745.949951171875,1931247100,^GDAXI
2003-11-30,3752.719970703125,3996.280029296875,3752.719970703125,3965.159912109375,3965.159912109375,1693401600,^GDAXI
2003-12-31,3969.0400390625,4175.47998046875,3969.0400390625,4058.60009765625,4058.60009765625,2309968400,^GDAXI
2004-01-31,4062.7900390625,4150.56005859375,3960.409912109375,4018.159912109375,4018.159912109375,1857648900,^GDAXI
2004-02-29,4026.18994140625,4163.18994140625,3692.39990234375,3856.699951171875,3856.699951171875,2686677500,^GDAXI
2004-03-31,3858.340087890625,4156.89013671875,3857.0400390625,3985.2099609375,3985.2099609375,2051653800,^GDAXI
2004-04-30,3972.8798828125,4029.320068359375,3710.02001953125,3921.409912109375,3921.409912109375,1866072400,^GDAXI
2004-05-31,3924.300048828125,4090.75,3856.0400390625,4052.72998046875,4052.72998046875,1788969800,^GDAXI
2004-06-30,4078.360107421875,4101.52001953125,3749.0400390625,3895.610107421875,3895.610107421875,1835950300,^GDAXI
2004-07-31,3891.179931640625,3891.780029296875,3618.580078125,3785.2099609375,3785.2099609375,1832757100,^GDAXI
2004-08-31,3794.169921875,4000.1298828125,3792.25,3892.89990234375,3892.89990234375,1896542300,^GDAXI
2004-09-30,3895.14990234375,4078.5,3838.97998046875,3960.25,3960.25,2059725000,^GDAXI
2004-10-31,3961.179931640625,4219.0498046875,3959.25,4126.0,4126.0,2057697800,^GDAXI
2004-11-30,4108.5498046875,4272.18017578125,4107.6201171875,4256.080078125,4256.080078125,1655550500,^GDAXI
2004-12-31,4260.919921875,4325.77001953125,4160.830078125,4254.85009765625,4254.85009765625,2218116400,^GDAXI
2005-01-31,4256.64990234375,4409.08984375,4249.68994140625,4350.490234375,4350.490234375,2014881100,^GDAXI
2005-02-28,4345.240234375,4435.31005859375,4275.5498046875,4348.77001953125,4348.77001953125,2125994500,^GDAXI
2005-03-31,4348.02978515625,4422.8798828125,4157.509765625,4184.83984375,4184.83984375,2175014700,^GDAXI
2005-04-30,4208.6298828125,4482.02001953125,4205.0498046875,4460.6298828125,4460.6298828125,1973574200,^GDAXI
2005-05-31,4467.31982421875,4637.33984375,4467.0400390625,4586.27978515625,4586.27978515625,2373972700,^GDAXI
2005-06-30,4584.43994140625,4913.02001953125,4444.93994140625,4886.5,4886.5,2285435900,^GDAXI
2005-07-31,4882.39013671875,4990.56982421875,4726.330078125,4829.68994140625,4829.68994140625,2166909700,^GDAXI
2005-08-31,4846.66015625,5061.83984375,4816.669921875,5044.1201171875,5044.1201171875,2373396100,^GDAXI
2005-09-30,5060.990234375,5138.02001953125,4762.75,4929.06982421875,4929.06982421875,2240128600,^GDAXI
2005-10-31,4922.91015625,5241.0,4891.6201171875,5193.39990234375,5193.39990234375,2272224400,^GDAXI
2005-11-30,5210.5400390625,5469.9599609375,5208.490234375,5408.259765625,5408.259765625,1744886900,^GDAXI
2005-12-31,5410.240234375,5697.009765625,5290.490234375,5674.14990234375,5674.14990234375,2527434800,^GDAXI
2006-01-31,5662.0498046875,5916.7998046875,5598.0498046875,5796.0400390625,5796.0400390625,2132347700,^GDAXI
2006-02-28,5806.9599609375,5993.89990234375,5664.18994140625,5970.080078125,5970.080078125,2783293200,^GDAXI
2006-03-31,5989.080078125,6121.9501953125,5860.5,6009.89013671875,6009.89013671875,2110338300,^GDAXI
2006-04-30,6014.3798828125,6162.3701171875,5513.43017578125,5692.85986328125,5692.85986328125,3336654500,^GDAXI
2006-05-31,5677.52978515625,5778.77978515625,5243.7099609375,5683.31005859375,5683.31005859375,2855007100,^GDAXI
2006-06-30,5688.0,5729.58984375,5365.06005859375,5681.97021484375,5681.97021484375,2087468000,^GDAXI
2006-07-31,5678.009765625,5886.77978515625,5557.58984375,5859.56982421875,5859.56982421875,2540401900,^GDAXI
2006-08-31,5861.25,6031.5498046875,5737.2001953125,6004.330078125,6004.330078125,2478188900,^GDAXI
2006-09-30,6019.33984375,6304.77978515625,5944.56982421875,6268.919921875,6268.919921875,2425853900,^GDAXI
2006-10-31,6262.7099609375,6497.06005859375,6201.0,6309.18994140625,6309.18994140625,2657740500,^GDAXI
2006-11-30,6322.18017578125,6629.330078125,6195.81005859375,6596.919921875,6596.919921875,1924391800,^GDAXI
2006-12-31,6614.72998046875,6805.08984375,6531.25,6789.10986328125,6789.10986328125,3015168200,^GDAXI
2007-01-31,6821.31005859375,7040.2001953125,6640.990234375,6715.43994140625,6715.43994140625,2860636700,^GDAXI
2007-02-28,6714.25,6965.83984375,6437.25,6917.02978515625,6917.02978515625,3604915900,^GDAXI
2007-03-31,6911.1298828125,7436.2998046875,6891.7998046875,7408.8701171875,7408.8701171875,2473131400,^GDAXI
2007-04-30,7429.93017578125,7895.7099609375,7304.60986328125,7883.0400390625,7883.0400390625,3124501200,^GDAXI
2007-05-31,7891.2001953125,8131.72998046875,7499.43017578125,8007.31982421875,8007.31982421875,3540129600,^GDAXI
2007-06-30,7969.27001953125,8151.56982421875,7372.89013671875,7584.14013671875,7584.14013671875,3167922700,^GDAXI
2007-07-31,7472.35986328125,7659.72021484375,7190.35986328125,7638.169921875,7638.169921875,3817033500,^GDAXI
2007-08-31,7643.64013671875,7882.18017578125,7369.7001953125,7861.509765625,7861.509765625,2802920700,^GDAXI
2007-09-30,7851.2900390625,8063.830078125,7763.64013671875,8019.22021484375,8019.22021484375,3008839200,^GDAXI
2007-10-31,8024.41015625,8038.41015625,7444.6201171875,7870.52001953125,7870.52001953125,3619977700,^GDAXI
2007-11-30,7859.39013671875,8117.7900390625,7777.39990234375,8067.31982421875,8067.31982421875,2180809300,^GDAXI
2007-12-31,8045.97021484375,8100.64013671875,6384.39990234375,6851.75,6851.75,4972420100,^GDAXI
2008-01-31,6896.18994140625,7079.740234375,6655.64990234375,6748.1298828125,6748.1298828125,3512761300,^GDAXI
2008-02-29,6692.97998046875,6720.16015625,6167.81982421875,6534.97021484375,6534.97021484375,3649446800,^GDAXI
2008-03-31,6519.02001953125,6966.47021484375,6496.93994140625,6948.81982421875,6948.81982421875,3064248600,^GDAXI
2008-04-30,6982.06005859375,7231.85986328125,6905.85986328125,7096.7900390625,7096.7900390625,2702376200,^GDAXI
2008-05-31,7098.7001953125,7102.0498046875,6308.240234375,6418.31982421875,6418.31982421875,3108623000,^GDAXI
2008-06-30,6394.080078125,6577.10009765625,5999.31982421875,6479.56005859375,6479.56005859375,3932192700,^GDAXI
2008-07-31,6461.009765625,6626.7001953125,6219.10009765625,6422.2998046875,6422.2998046875,2627630100,^GDAXI
2008-08-31,6400.85009765625,6553.89990234375,5658.2001953125,5831.02001953125,5831.02001953125,4707886400,^GDAXI
2008-09-30,5865.080078125,5876.93017578125,4014.60009765625,4987.97021484375,4987.97021484375,6538493900,^GDAXI
2008-10-31,5053.93994140625,5302.56982421875,4034.9599609375,4669.43994140625,4669.43994140625,3294708800,^GDAXI
2008-11-30,4653.1201171875,4850.39013671875,4304.02978515625,4810.2001953125,4810.2001953125,3033000800,^GDAXI
2008-12-31,4856.85009765625,5111.02001953125,4067.429931640625,4338.35009765625,4338.35009765625,3164270100,^GDAXI
2009-01-31,4309.169921875,4688.58984375,3764.68994140625,3843.739990234375,3843.739990234375,2815267300,^GDAXI
2009-02-28,3817.510009765625,4272.1201171875,3588.889892578125,4084.760009765625,4084.760009765625,3475892900,^GDAXI
2009-03-31,4074.7900390625,4837.22021484375,3997.4599609375,4769.4501953125,4769.4501953125,2921957400,^GDAXI
2009-04-30,4769.4501953125,5060.759765625,4653.25,4940.81982421875,4940.81982421875,2488561700,^GDAXI
2009-05-31,4992.10009765625,5177.58984375,4669.7998046875,4808.64013671875,4808.64013671875,2199589000,^GDAXI
2009-06-30,4820.60986328125,5396.9501953125,4524.009765625,5332.14013671875,5332.14013671875,2149240400,^GDAXI
2009-07-31,5330.8701171875,5575.52978515625,5158.60009765625,5464.60986328125,5464.60986328125,1809455900,^GDAXI
2009-08-31,5479.35009765625,5760.830078125,5263.10986328125,5675.16015625,5675.16015625,2479101700,^GDAXI
2009-09-30,5681.8798828125,5888.2099609375,5394.7998046875,5414.9599609375,5414.9599609375,2844528700,^GDAXI
2009-10-31,5410.60986328125,5843.27001953125,5312.64013671875,5625.9501953125,5625.9501953125,2328656800,^GDAXI
2009-11-30,5653.8798828125,6026.68994140625,5605.43017578125,5957.43017578125,5957.43017578125,1884540500,^GDAXI
2009-12-31,5975.52001953125,6094.259765625,5540.330078125,5608.7900390625,5608.7900390625,2636440200,^GDAXI
2010-01-31,5587.5,5743.89013671875,5433.02001953125,5598.4599609375,5598.4599609375,2609748500,^GDAXI
2010-02-28,5652.85009765625,6203.5,5641.18017578125,6153.5498046875,6153.5498046875,2581775400,^GDAXI
2010-03-31,6189.3798828125,6341.52001953125,6024.009765625,6135.7001953125,6135.7001953125,2739397000,^GDAXI
2010-04-30,6122.759765625,6276.7998046875,5607.68017578125,5964.330078125,5964.330078125,3888514100,^GDAXI
2010-05-31,5943.93994140625,6330.81005859375,5798.759765625,5965.52001953125,5965.52001953125,2633843500,^GDAXI
2010-06-30,5885.60986328125,6253.64013671875,5809.3701171875,6147.97021484375,6147.97021484375,2218667900,^GDAXI
2010-07-31,6187.64013671875,6386.97021484375,5833.509765625,5925.22021484375,5925.22021484375,2097355400,^GDAXI
2010-08-31,5936.93994140625,6339.97021484375,5876.43017578125,6229.02001953125,6229.02001953125,2449547800,^GDAXI
2010-09-30,6244.06005859375,6668.5400390625,6115.8701171875,6601.3701171875,6601.3701171875,2168915000,^GDAXI
2010-10-31,6637.08984375,6907.60986328125,6586.009765625,6688.490234375,6688.490234375,2331507300,^GDAXI
2010-11-30,6748.35986328125,7087.83984375,6736.68994140625,6914.18994140625,6914.18994140625,1794678000,^GDAXI
2010-12-31,6973.39013671875,7180.14990234375,6835.740234375,7077.47998046875,7077.47998046875,2362794000,^GDAXI
2011-01-31,7133.33984375,7441.81982421875,7093.91015625,7272.31982421875,7272.31982421875,2127554100,^GDAXI
2011-02-28,7309.7998046875,7356.330078125,6483.39013671875,7041.31005859375,7041.31005859375,3088455300,^GDAXI
2011-03-31,7086.56005859375,7514.68994140625,6994.56005859375,7514.4599609375,7514.4599609375,2418035400,^GDAXI
2011-04-30,7570.85986328125,7600.41015625,7071.419921875,7293.68994140625,7293.68994140625,3554795600,^GDAXI
2011-05-31,7310.56005859375,7378.35009765625,6991.6201171875,7376.240234375,7376.240234375,3215360800,^GDAXI
2011-06-30,7374.490234375,7523.52978515625,6996.259765625,7158.77001953125,7158.77001953125,3297352900,^GDAXI
2011-07-31,7254.5,7282.009765625,5345.35986328125,5784.85009765625,5784.85009765625,5640144700,^GDAXI
