,open,high,low,close,adjclose,volume,ticker
1989-12-31,1788.8900146484375,1867.2900390625,1788.8900146484375,1812.9000244140625,1812.9000244140625,0,^GDAXI
1990-01-07,1841.469970703125,1865.52001953125,1841.469970703125,1860.9599609375,1860.9599609375,0,^GDAXI
1990-01-14,1840.3800048828125,1840.3800048828125,1771.6700439453125,1775.2900390625,1775.2900390625,0,^GDAXI
1990-01-21,1787.0799560546875,1798.219970703125,1751.6199951171875,1798.219970703125,1798.219970703125,0,^GDAXI
1990-01-28,1815.68994140625,1908.4599609375,1815.199951171875,1908.4599609375,1908.4599609375,0,^GDAXI
1990-02-04,1939.8199462890625,1939.8199462890625,1895.6500244140625,1895.9300537109375,1895.9300537109375,0,^GDAXI
1990-02-11,1844.469970703125,1888.8199462890625,1836.5799560546875,1888.8199462890625,1888.8199462890625,0,^GDAXI
1990-02-18,1886.72998046875,1886.72998046875,1788.3900146484375,1788.3900146484375,1788.3900146484375,0,^GDAXI
1990-02-25,1764.06005859375,1806.6300048828125,1764.06005859375,1804.97998046875,1804.97998046875,0,^GDAXI
1990-03-04,1838.1800537109375,1861.949951171875,1820.3599853515625,1858.8900146484375,1858.8900146484375,0,^GDAXI
1990-03-11,1843.739990234375,1884.260009765625,1843.739990234375,1881.97998046875,1881.97998046875,0,^GDAXI
1990-03-18,1924.56005859375,1931.75,1903.300048828125,1921.6400146484375,1921.6400146484375,0,^GDAXI
1990-03-25,1934.780029296875,1966.75,1918.300048828125,1966.75,1966.75,0,^GDAXI
1990-04-01,1935.260009765625,1965.9100341796875,1935.260009765625,1959.0799560546875,1959.0799560546875,0,^GDAXI
1990-04-08,1919.780029296875,1919.780029296875,1890.9000244140625,1909.8699951171875,1909.8699951171875,0,^GDAXI
1990-04-15,1916.22998046875,1916.22998046875,1873.7900390625,1890.6199951171875,1890.6199951171875,0,^GDAXI
1990-04-22,1851.3499755859375,1851.3499755859375,1817.800048828125,1817.800048828125,1817.800048828125,0,^GDAXI
1990-04-29,1812.9100341796875,1904.8499755859375,1812.9100341796875,1904.8499755859375,1904.8499755859375,0,^GDAXI
1990-05-06,1920.8800048828125,1920.8800048828125,1884.760009765625,1884.760009765625,1884.760009765625,0,^GDAXI
1990-05-13,1857.97998046875,1857.97998046875,1831.5899658203125,1856.449951171875,1856.449951171875,0,^GDAXI
1990-05-20,1817.7099609375,1833.6600341796875,1803.25,1826.989990234375,1826.989990234375,0,^GDAXI
1990-05-27,1823.219970703125,1851.949951171875,1823.219970703125,1850.239990234375,1850.239990234375,0,^GDAXI
1990-06-03,1880.6300048828125,1880.6300048828125,1826.56005859375,1826.56005859375,1826.56005859375,0,^GDAXI
1990-06-10,1809.7099609375,1812.3499755859375,1787.280029296875,1787.280029296875,1787.280029296875,0,^GDAXI
1990-06-17,1804.3800048828125,1874.06005859375,1804.3800048828125,1874.06005859375,1874.06005859375,0,^GDAXI
1990-06-24,1881.8800048828125,1911.0799560546875,1881.8800048828125,1884.6700439453125,1884.6700439453125,0,^GDAXI
1990-07-01,1911.3399658203125,1927.18994140625,1911.260009765625,1924.0999755859375,1924.0999755859375,0,^GDAXI
1990-07-08,1927.280029296875,1931.8499755859375,1902.3599853515625,1931.8499755859375,1931.8499755859375,0,^GDAXI
1990-07-15,1932.4300537109375,1962.219970703125,1929.06005859375,1950.1600341796875,1950.1600341796875,0,^GDAXI
1990-07-22,1939.8199462890625,1939.8199462890625,1920.25,1920.25,1920.25,0,^GDAXI
1990-07-29,1909.199951171875,1922.9200439453125,1848.5,1848.5,1848.5,0,^GDAXI
1990-08-05,1759.5899658203125,1786.0400390625,1733.5699462890625,1752.47998046875,1752.47998046875,0,^GDAXI
1990-08-12,1721.5400390625,1739.5799560546875,1677.8900146484375,1677.8900146484375,1677.8900146484375,0,^GDAXI
1990-08-19,1645.3800048828125,1645.3800048828125,1532.2900390625,1545.760009765625,1545.760009765625,0,^GDAXI
1990-08-26,1633.6099853515625,1653.550048828125,1622.010009765625,1622.010009765625,1622.010009765625,0,^GDAXI
1990-09-02,1620.1500244140625,1620.1500244140625,1555.93994140625,1559.6700439453125,1559.6700439453125,0,^GDAXI
1990-09-09,1603.4200439453125,1603.4200439453125,1561.800048828125,1561.800048828125,1561.800048828125,0,^GDAXI
1990-09-16,1527.3199462890625,1527.3199462890625,1430.469970703125,1430.469970703125,1430.469970703125,0,^GDAXI
1990-09-23,1426.31005859375,1426.31005859375,1327.97998046875,1327.97998046875,1327.97998046875,0,^GDAXI
1990-09-30,1405.6700439453125,1448.449951171875,1402.550048828125,1402.550048828125,1402.550048828125,0,^GDAXI
1990-10-07,1458.0699462890625,1461.9000244140625,1406.02001953125,1461.9000244140625,1461.9000244140625,0,^GDAXI
1990-10-14,1472.72998046875,1484.0899658203125,1441.31005859375,1484.0899658203125,1484.0899658203125,0,^GDAXI
1990-10-21,1474.1600341796875,1523.1700439453125,1463.1199951171875,1463.1199951171875,1463.1199951171875,0,^GDAXI
1990-10-28,1453.1800537109375,1453.1800537109375,1420.050048828125,1420.050048828125,1420.050048828125,0,^GDAXI
1990-11-04,1422.8299560546875,1422.8299560546875,1359.1800537109375,1384.1199951171875,1384.1199951171875,0,^GDAXI
1990-11-11,1409.8199462890625,1430.199951171875,1402.300048828125,1430.199951171875,1430.199951171875,0,^GDAXI
