,open,high,low,close,volume,intra-diff,inter-diff,intra-derivative,inter-derivative,1-rad,1-err,3-rad,3-err,5-rad,5-err,20-rad,20-err,BB-upper,BB-middle,BB-lower,ema5,ema20,sma50,sma200,sar,adx,macd,macdsignal,macdhist,mom,rsi,stoch_k,stoch_d,willr
16,2264.239990234375,2266.2099609375,2221.889892578125,2223.610107421875,0.0,-1.7944159182655517,-1.1662994908731983,-9.696197509765625,-14.610107421875,-1.5107038107931172,1.4188113797882655,-1.3022113579665862,0.8962974748608321,-0.6340791858859766,0.5239765804649535,-0.9331735843363466,0.204288848993802,2283.3465209083333,2246.598095703125,2209.849670497917,2240.613384515171,,,,2211.0290050328613,,,,,35.43017578125,67.0291242532689,49.01591954793596,59.01850812917433,-35.43754499434357
17,2228.090087890625,2228.489990234375,2206.4599609375,2220.6298828125,0.0,-0.33482510957120754,-0.13402640145535083,-0.0438232421875,0.669921875,-1.349318899548851,1.3604044629317453,0.5533033758715181,0.7152205167699218,-0.6344189984836075,0.5359403205043024,-0.7458492360201289,0.2129068344817899,2285.3758042223476,2244.800048828125,2204.2242934339024,2233.9522172809475,,,,2284.179931640625,,,,,36.849853515625,66.2709072980001,26.755247613654245,46.770474735481365,-41.76530332275968
18,2218.9599609375,2227.639892578125,2201.820068359375,2224.949951171875,0.0,0.2699458457936419,0.19454247611508735,5.473724365234375,2.18505859375,-0.6655183802957699,1.4140559640913555,0.7762272383238868,0.6387680581590499,-1.311525200069816,0.7113245485780832,-0.5669359489528453,0.21634939210121096,2280.2807708454798,2238.73203125,2197.1832916545204,2230.9514619112565,,,,2282.6255322265624,,,,,15.780029296875,66.85618072256014,20.058165712562925,31.943110958051076,-43.449278788464916
19,2231.840087890625,2238.010009765625,2222.0,2225.0,0.0,-0.30647750830077436,0.0022494361321988127,-0.56378173828125,1.5750732421875,-1.3035967364471688,1.244523186981618,-1.2928705547372166,0.8790026756069276,-1.405406076306713,0.5785052634905189,-0.414103217699388,0.21088681143130378,2250.088138761801,2228.8080078125,2207.527876863199,2228.967641274171,,,,2279.393313671875,,,,,-2.6298828125,66.86335454567582,26.02915191942991,24.280855081882393,-47.117834921091564
20,2225.429931640625,2235.610107421875,2225.179931640625,2228.10009765625,0.0,0.11998427709006808,0.13933023174157302,2.305084228515625,-21.469970703125,-0.23740475082613277,1.2114051259945262,-1.4604558059296242,0.9212846797403615,-1.413958693383451,0.5905474401637419,-0.323948059855067,0.2029906759204153,2229.28907877586,2224.4580078125,2219.62693684914,2228.678460068197,,,,2276.290383859375,,,,,-38.599853515625,67.33497994518814,33.24661920982544,26.444645613939457,-53.74728576241998
21,2227.1201171875,2227.7900390625,2182.06005859375,2182.06005859375,0.0,-2.02324330178714,-2.0663362077372445,-11.1812744140625,-42.864990234375,-1.5155764650146553,1.4185028800571309,-1.442849993472425,0.9822132995872872,-1.3752366274119001,0.6334530603062294,-0.12897764448738758,0.18605821012018295,2250.5661317519925,2216.147998046875,2181.729864341757,2213.1389929100483,2209.0645141601562,,,2273.311571239375,,,,,-54.849853515625,54.849474974690985,23.436240960409464,27.57067069655497,-100.0
22,2171.5,2183.7099609375,2134.10009765625,2142.3701171875,0.0,-1.3414636340087498,-1.818920668564392,-4.72247314453125,-15.5050048828125,-1.497932587892667,1.4535090400529693,-1.3099500746001862,0.9498085507372975,-1.1174386515753425,0.5729228093527095,0.021226998986363273,0.17260532552728372,2267.8988943547483,2200.496044921875,2133.093195489002,2189.549367669199,2202.7126668294272,,,2267.8364804806374,,,,,-87.25,46.79409728097541,16.257580195853716,24.313480122029574,-94.48958643430335
23,2151.199951171875,2153.35009765625,2128.449951171875,2151.050048828125,0.0,-0.006968312902217206,0.40515555976947626,3.056304931640625,-13.405029296875,-1.1950579580033374,1.41048076500378,-1.2953284211295515,0.9049225721186529,-1.0439175751035894,0.5604427310608873,0.08058173133744942,0.16896397043109979,2257.457846004038,2185.716064453125,2113.974282902212,2176.716261388841,2197.79241749597,,,2257.1375698546863,,,,,-104.239990234375,48.57289292952374,9.528960183744456,16.407593780002582,-85.48763854703937
24,2153.159912109375,2155.72998046875,2113.030029296875,2115.56005859375,0.0,-1.7462638656870473,-1.6498914218062786,-8.762451171875,-10.3499755859375,-1.506575876491824,1.415783365389058,-0.5064284065649505,0.9519074026235189,-1.2219850364159857,0.6069025282963705,0.07678824485354155,0.16924574014740712,2240.8570132602786,2163.828076171875,2086.799139083472,2156.330860457144,2189.960764267187,,,2244.268807986405,,,,,-159.06005859375,42.33997888511966,10.216953789115095,12.001164722904457,-98.52174657289987
25,2108.330078125,2131.25,2105.239990234375,2130.35009765625,0.0,1.0444294164238765,0.699107501222688,11.508758544921875,8.47998046875,1.326111722241764,1.4305417139347314,-0.6694097609166609,0.9497223171840131,-1.2434738129712173,0.6470206678052104,0.03789989811961017,0.1692348082301461,2188.9608803454726,2144.278076171875,2099.5952719982774,2147.670606190179,2184.2835579232883,,,2228.5201545436616,,,,,-119.5,45.47978514359312,14.393900301690616,11.379938091516758,-85.66528593887631
26,2133.320068359375,2138.97998046875,2128.830078125,2132.52001953125,0.0,-0.037502522007411464,0.10185752461002939,0.968719482421875,-15.9949951171875,-0.8980037503475218,1.1299652197505659,-1.4142368527226477,0.7481447820612814,-1.1727200023423794,0.7030455474432358,-0.022747924265955625,0.16964783176030782,2158.2969877965697,2134.370068359375,2110.4431489221806,2142.620410637203,2179.3536971240464,,,2211.2609315403615,,,,,-91.090087890625,45.94486175170764,19.106195001066464,14.572349697290761,-84.42653338833945
27,2133.2900390625,2136.419921875,2093.800048828125,2098.360107421875,0.0,-1.637373774827889,-1.6018565732800811,-7.771240234375,-29.2900390625,-1.5030619488213772,1.4198620202282706,-1.3304304015086386,1.0543278572412154,0.09800248428457524,0.7391510614217963,0.04765958018777542,0.169947606211811,2160.906002460812,2125.56806640625,2090.2301303516883,2127.8669762320937,2171.6400219143156,,,2196.4179997575234,,,,,-122.269775390625,40.13988608703941,20.87261962446211,18.1242383090731,-97.55636786096494
28,2096.010009765625,2096.010009765625,2072.429931640625,2073.93994140625,0.0,-1.052956248135612,-1.1637738407841036,-5.328765869140625,4.4649658203125,-1.4598827633945166,1.2886549415141428,1.0640185971122076,1.0447537362775838,1.2315026685624615,0.625637409564179,0.09992060565872447,0.17119285042841773,2153.8532551764074,2110.146044921875,2066.4388346673422,2109.8912979568127,2162.335252342119,,,2179.9991276088194,,,,,-151.010009765625,36.58158626567221,14.646973016432183,18.208595880653622,-99.27396388718678
29,2065.820068359375,2107.2900390625,2056.110107421875,2107.2900390625,0.0,2.007433819541673,1.6080551317043792,21.94873046875,8.4200439453125,1.4350796747624963,1.4988459572916422,1.2667517056757938,1.0599200866193903,1.2983065751095741,0.6142263491071618,-0.012465025311488935,0.16548962293173056,2151.879291365092,2108.492041015625,2065.1047906661584,2109.0242116587083,2157.0928510773933,,,2160.6366723345445,27.31196301441026,,,,-117.7099609375,43.89620692858517,23.64512824158848,19.721573627494294,-75.64018689959782
30,2103.639892578125,2129.449951171875,2090.659912109375,2090.780029296875,0.0,-0.6113148608096388,-0.7834711624684585,0.02630615234375,10.6849365234375,-1.4422592408999564,1.4518976696757604,1.2351491760732487,0.9736634606674688,1.3493922728486956,0.6034541753948893,-0.25512819934503617,0.15408222951999875,2139.316633649541,2100.57802734375,2061.839421037959,2102.942817538097,2150.7773442411535,,,2139.7313593520107,27.174123695648266,,,,-137.320068359375,41.35334940133598,35.13623713878151,24.476112798934093,-80.94010968214725
31,2095.159912109375,2128.659912109375,2090.669921875,2128.659912109375,0.0,1.598923299667027,1.811758400296129,17.311248779296875,16.2650146484375,1.4121660460818333,1.4754097458655469,1.3182166242409696,0.9276881837609955,1.3770917053570262,0.5934919390660401,-0.41271959734892094,0.14638094687932462,2136.0404736971273,2099.806005859375,2063.571538021623,2111.5151823951896,2148.670922133365,,,2129.449951171875,27.046130042512125,,,,-53.400146484375,48.69658242659873,64.64446119730025,41.141942192556776,-60.11553400925024
32,2136.300048828125,2143.320068359375,2123.31005859375,2123.31005859375,0.0,-0.6080601946108042,-0.25132495262353177,-2.3699951171875,13.97509765625,-1.4028444802364413,1.2929896208454106,1.3892362079179412,0.9473383736120874,1.3038409618873419,0.6142519770197844,-0.4911176012424384,0.1395212969920697,2145.4606803720085,2104.79599609375,2064.1313118154917,2115.44680779471,2146.255601796259,,,2056.110107421875,26.35881262758982,,,,-19.06005859375,47.7865276825424,69.7431171287452,56.50793848827569,-63.05663152865131
33,2129.570068359375,2160.52001953125,2128.39990234375,2156.610107421875,0.0,1.2697416940749782,1.5683083444807555,14.155029296875,34.64501953125,1.3694792184202558,1.4568296346244183,1.389932325299787,1.0084995822884546,0.7774886962240374,0.7767356581903663,-0.5736196122537773,0.13991350429350796,2165.445835410722,2121.330029296875,2077.2142231830285,2129.1679076704318,2147.2417451891747,,,2057.854306640625,25.0978678294473,,,,5.56005859375,53.5992752349174,87.88266633625405,74.09008155409987,-44.01114206128134
34,2166.070068359375,2196.1298828125,2161.77001953125,2192.60009765625,0.0,1.2248001430982969,1.668822292472668,14.243743896484375,12.6348876953125,1.3532055340594784,1.4621224851216925,0.2762862364842858,0.9083530027476661,-1.2401867276481795,0.6751917710572176,-0.6879885522060785,0.14228298041884085,2206.8580649110427,2138.392041015625,2069.9260171202077,2150.311970999038,2151.561588281277,,,2061.96093515625,23.78612304194357,,,,77.0400390625,58.921953442149956,89.98795685274581,82.53791343924838,-20.497411124273146
35,2207.06005859375,2208.39990234375,2175.090087890625,2181.8798828125,0.0,-1.1408921874692344,-0.48892704397893755,-5.278839111328125,-4.2750244140625,-1.4791842266686877,1.3861932701234863,-1.3433759960839011,0.9926727241711022,-1.4153271536634122,0.6187513175006324,-0.6398736426702192,0.139777020167388,2211.921667998195,2156.61201171875,2101.3023554393053,2160.834608270192,2154.4490449032983,,,2070.011072015625,22.90159295731766,-13.532287056822042,-22.993267155411658,9.460980098589616,51.52978515625,56.83075467766493,90.12745635445633,89.3326931811521,-17.414180342717533
